model,scenario,region,variable,unit,year,value,Category,Ssp_family
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_900,EU28,Secondary Energy|Electricity,EJ/yr,2050,25.8656,C3,2.0
AIM/CGE 2.2,EN_NPi2020_1000f,EU28,Secondary Energy|Electricity,EJ/yr,2050,21.6763,C3,2.0
WITCH 5.0,CO_2Deg2030,EU28,Secondary Energy|Electricity,EJ/yr,2050,26.0672625068576,C3,2.0
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg1300,EU28,Secondary Energy|Electricity,EJ/yr,2050,20.9797,C3,2.0
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_400,EU28,Secondary Energy|Electricity,EJ/yr,2050,30.5979,C1,2.0
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg1300,EU28,Secondary Energy|Electricity,EJ/yr,2050,25.5539,C3,2.0
REMIND 2.1,TechCost-SSP2-B1100-spvH,EU28,Secondary Energy|Electricity,EJ/yr,2050,25.0481,C3,2.0
TIAM-ECN 1.1,EN_NPi2020_1000f,EU28,Secondary Energy|Electricity,EJ/yr,2050,18.81741044164481,C3,2.0
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-2C-minCDR,EU28,Secondary Energy|Electricity,EJ/yr,2050,24.2843,C3,2.0
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_300f,EU28,Secondary Energy|Electricity,EJ/yr,2050,27.0546,C2,2.0
POLES ENGAGE,EN_INDCi2030_600f_NDCp,EU28,Secondary Energy|Electricity,EJ/yr,2050,17.79697608947754,C3,2.0
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_500,EU28,Secondary Energy|Electricity,EJ/yr,2050,27.6923,C1,2.0
REMIND 2.1,TechCost-SSP2-B1100-windH,EU28,Secondary Energy|Electricity,EJ/yr,2050,26.9265,C3,2.0
WITCH 5.0,EN_INDCi2030_900f,EU28,Secondary Energy|Electricity,EJ/yr,2050,30.5740141470609,C3,2.0
REMIND-Transport 2.1,Transport_Budg1100_ElecPush,EU28,Secondary Energy|Electricity,EJ/yr,2050,26.8414,C3,2.0
IMAGE 3.0,EN_NPi2020_1000,EU28,Secondary Energy|Electricity,EJ/yr,2050,17.2017856,C3,2.0
AIM/CGE 2.2,EN_NPi2020_900,EU28,Secondary Energy|Electricity,EJ/yr,2050,24.2744,C3,2.0
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600_COV_NDCp,EU28,Secondary Energy|Electricity,EJ/yr,2050,25.3173,C2,2.0
GEM-E3_V2021,EN_NPi2020_1000_COV,EU28,Secondary Energy|Electricity,EJ/yr,2050,15.075891884166476,C3,2.0
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_1200f,EU28,Secondary Energy|Electricity,EJ/yr,2050,23.1998,C3,2.0
WITCH 5.0,EN_NPi2020_450,EU28,Secondary Energy|Electricity,EJ/yr,2050,32.4537907690102,C1,2.0
REMIND-MAgPIE 1.7-3.0,CO_Bridge,EU28,Secondary Energy|Electricity,EJ/yr,2050,24.8281,C2,2.0
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_700,EU28,Secondary Energy|Electricity,EJ/yr,2050,26.0115,C3,2.0
GEM-E3_V2021,EN_NPi2020_600f_COV,EU28,Secondary Energy|Electricity,EJ/yr,2050,16.517191099361032,C2,2.0
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_900f,EU28,Secondary Energy|Electricity,EJ/yr,2050,24.6157,C3,2.0
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_400f,EU28,Secondary Energy|Electricity,EJ/yr,2050,26.8829,C2,2.0
GEM-E3_V2021,EN_NPi2020_800f,EU28,Secondary Energy|Electricity,EJ/yr,2050,15.719549834658611,C3,2.0
WITCH 5.0,EN_INDCi2030_1000f,EU28,Secondary Energy|Electricity,EJ/yr,2050,30.3267233285044,C3,2.0
REMIND 2.1,TechCost-SSP2-B1100-gasH,EU28,Secondary Energy|Electricity,EJ/yr,2050,24.3848,C3,2.0
GEM-E3_V2021,EN_INDCi2030_1000f_COV_NDCp,EU28,Secondary Energy|Electricity,EJ/yr,2050,16.394146986985803,C3,2.0
GEM-E3_V2021,EN_NPi2020_1000,EU28,Secondary Energy|Electricity,EJ/yr,2050,15.644184975178364,C3,2.0
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_NDC,EU28,Secondary Energy|Electricity,EJ/yr,2050,30.7326,C2,2.0
POLES ENGAGE,EN_NPi2020_700,EU28,Secondary Energy|Electricity,EJ/yr,2050,18.57917022705078,C3,2.0
WITCH 5.0,EN_INDCi2030_700f_NDCp,EU28,Secondary Energy|Electricity,EJ/yr,2050,31.2177199516115,C3,2.0
WITCH 5.0,EN_NPi2020_900,EU28,Secondary Energy|Electricity,EJ/yr,2050,0.47506430728798604,C3,2.0
WITCH 5.0,EN_INDCi2030_900_NDCp,EU28,Secondary Energy|Electricity,EJ/yr,2050,31.2019123054812,C3,2.0
POLES ENGAGE,EN_INDCi2030_500f,EU28,Secondary Energy|Electricity,EJ/yr,2050,18.15800094604492,C3,2.0
REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_goodpractice,EU28,Secondary Energy|Electricity,EJ/yr,2050,27.2058,C2,2.0
AIM/CGE 2.2,EN_NPi2020_1200,EU28,Secondary Energy|Electricity,EJ/yr,2050,21.8065,C3,2.0
TIAM-ECN 1.1,EN_NPi2020_1000f_COV,EU28,Secondary Energy|Electricity,EJ/yr,2050,18.102757641045923,C3,2.0
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f,EU28,Secondary Energy|Electricity,EJ/yr,2050,26.1278,C2,2.0
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600,EU28,Secondary Energy|Electricity,EJ/yr,2050,26.6775,C1,2.0
GEM-E3_V2021,EN_INDCi2030_1000f_COV,EU28,Secondary Energy|Electricity,EJ/yr,2050,15.186503332160813,C3,2.0
IMAGE 3.2,SSP2_SPA1_19I_D_LB,EU28,Secondary Energy|Electricity,EJ/yr,2050,16.299602944,C1,2.0
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_700,EU28,Secondary Energy|Electricity,EJ/yr,2050,28.959600000000002,C3,2.0
REMIND-MAgPIE 2.0-4.1,Diff_1300Gt_hybrid_def,EU28,Secondary Energy|Electricity,EJ/yr,2050,25.3563,C3,2.0
REMIND-MAgPIE 1.7-3.0,CD-LINKS_INDC2030i_1000,EU28,Secondary Energy|Electricity,EJ/yr,2050,25.3625,C2,2.0
GEM-E3_V2021,EN_NPi2020_600f,EU28,Secondary Energy|Electricity,EJ/yr,2050,17.096214282048262,C2,2.0
GEM-E3_V2021,EN_NPi2020_800,EU28,Secondary Energy|Electricity,EJ/yr,2050,17.56042933484173,C3,2.0
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-minCDR,EU28,Secondary Energy|Electricity,EJ/yr,2050,28.5587,C1,2.0
WITCH 5.0,EN_NPi2020_900f,EU28,Secondary Energy|Electricity,EJ/yr,2050,29.8063951864572,C3,2.0
GEM-E3_V2021,EN_NPi2020_500,EU28,Secondary Energy|Electricity,EJ/yr,2050,20.097889608486,C1,2.0
WITCH 5.0,EN_NPi2020_1000,EU28,Secondary Energy|Electricity,EJ/yr,2050,29.6511845019798,C3,2.0
IMAGE 3.0,CO_Bridge,EU28,Secondary Energy|Electricity,EJ/yr,2050,17.194247424,C3,2.0
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_NDCp,EU28,Secondary Energy|Electricity,EJ/yr,2050,24.9716,C3,2.0
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-2C-fullCDR,EU28,Secondary Energy|Electricity,EJ/yr,2050,22.1234,C3,2.0
COFFEE 1.1,CO_Bridge,EU28,Secondary Energy|Electricity,EJ/yr,2050,38.62715149702425,C3,2.0
AIM/CGE 2.2,EN_NPi2020_1000,EU28,Secondary Energy|Electricity,EJ/yr,2050,22.9038,C3,2.0
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,EU28,Secondary Energy|Electricity,EJ/yr,2050,23.1512,C3,2.0
AIM/CGE 2.2,EN_NPi2020_700,EU28,Secondary Energy|Electricity,EJ/yr,2050,26.9099,C3,2.0
IMAGE 3.2,SSP2_SPA2_19I_LI,EU28,Secondary Energy|Electricity,EJ/yr,2050,13.474759168,C1,2.0
GEM-E3_V2021,EN_INDCi2030_600f,EU28,Secondary Energy|Electricity,EJ/yr,2050,18.41414277974992,C2,2.0
GEM-E3_V2021,EN_INDCi2030_800f,EU28,Secondary Energy|Electricity,EJ/yr,2050,17.428342846364636,C2,2.0
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_netzero,EU28,Secondary Energy|Electricity,EJ/yr,2050,28.0644,C2,2.0
WITCH 5.0,EN_INDCi2030_800_NDCp,EU28,Secondary Energy|Electricity,EJ/yr,2050,31.9759614829958,C3,2.0
TIAM-ECN 1.1,EN_NPi2020_1000_COV,EU28,Secondary Energy|Electricity,EJ/yr,2050,19.9180759215263,C3,2.0
REMIND 2.1,TechCost-SSP2-B1100-ccsH,EU28,Secondary Energy|Electricity,EJ/yr,2050,24.0826,C3,2.0
TIAM-ECN 1.1,EN_INDCi2030_1000f_COV,EU28,Secondary Energy|Electricity,EJ/yr,2050,19.120837396264747,C3,2.0
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000f,EU28,Secondary Energy|Electricity,EJ/yr,2050,24.7493,C3,2.0
WITCH 5.0,EN_INDCi2030_600f_NDCp,EU28,Secondary Energy|Electricity,EJ/yr,2050,31.4496484730609,C3,2.0
REMIND 2.1,LeastTotalCost_CBA_brkLR15_SSP2_P50,EU28,Secondary Energy|Electricity,EJ/yr,2050,21.5317,C3,2.0
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_goodpractice,EU28,Secondary Energy|Electricity,EJ/yr,2050,29.5462,C2,2.0
IMAGE 3.2,SSP2_SPA2_19I_D,EU28,Secondary Energy|Electricity,EJ/yr,2050,14.930435328,C2,2.0
IMAGE 3.2,SSP2_SPA2_19I_RE,EU28,Secondary Energy|Electricity,EJ/yr,2050,17.897927936000002,C2,2.0
WITCH 5.0,EN_NPi2020_600f,EU28,Secondary Energy|Electricity,EJ/yr,2050,30.420910370666,C3,2.0
