model,scenario,region,variable,unit,year,value,Category,Ssp_family
REMIND-Transport 2.1,Transport_Budg1100_ElecPush,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,498.6279,C3,2.0
IMAGE 3.0,EN_NPi2020_1000,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-6186.003804206848,C3,2.0
AIM/CGE 2.2,EN_NPi2020_900,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,718.6007,C3,2.0
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600_COV_NDCp,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-939.786,C2,2.0
MESSAGE-GLOBIOM 1.0,SSP2-34,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,7557.053884399998,C5,2.0
GEM-E3_V2021,EN_NPi2020_1000_COV,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-392.6156294029511,C3,2.0
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_1200f,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,1168.756,C3,2.0
WITCH 5.0,EN_INDCi2030_1800f_NDCp,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,1009.316455227102,C5,2.0
COFFEE 1.1,EN_INDCi2030_900,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-374.82032496,C3,2.0
IMAGE 3.0.1,EMF30_D_CO2-Only,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-2480.2509765625,C5,2.0
WITCH 5.0,EN_NPi2020_450,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-3590.136649752747,C1,2.0
REMIND-MAgPIE 1.7-3.0,CO_Bridge,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,833.2456,C2,2.0
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_mc_50,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,28.8867489062239,C2,2.0
COFFEE 1.1,EN_INDCi2030_500,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-190.161922,C3,2.0
IMAGE 3.0.1,ADVANCE_2020_1.5C-2100,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-10435.5272452037,C2,2.0
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_2500,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,8976.455797293973,C5,2.0
REMIND-MAgPIE 1.7-3.0,EMF33_1.5C_full,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-1936.7818,C2,2.0
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000f_COV,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,1153.849866960239,C3,2.0
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_700,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,508.5092,C3,2.0
GEM-E3_V2021,EN_NPi2020_600f_COV,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-880.6952040373462,C2,2.0
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_900f,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,1009.2105,C3,2.0
IMAGE 3.0.1,CD-LINKS_NPi2020_1000,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-1194.94105378787,C3,2.0
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_400f,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,338.2774,C2,2.0
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1600f_NDCp,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,5871.68652433999,C5,2.0
GEM-E3_V2021,EN_NPi2020_800f,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-747.3327006029217,C3,2.0
REMIND 1.7,ADVANCE_2030_WB2C,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,220.283,C2,2.0
WITCH 5.0,EN_INDCi2030_1000f,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-1298.253028245247,C3,2.0
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_2500_COV_NDCp,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,8355.503591196237,C5,2.0
POLES ADVANCE,ADVANCE_2030_Price1.5C,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-3670.8065,C2,2.0
MESSAGE-GLOBIOM 1.0,EMF33_1.5C_full,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-488.412836378969,C1,2.0
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_2500f_NDCp,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,9056.960877642829,C5,2.0
IMAGE 3.0.2,EMF33_WB2C_limbio,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-2435.94799804688,C3,2.0
POLES EMF33,EMF33_Med2C_nobeccs,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,3647.5654296875,C3,2.0
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000_COV_NDCp,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,69.46568203421965,C3,2.0
POLES ENGAGE,EN_INDCi2030_1400f,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,3786.955322265625,C5,2.0
TIAM-ECN 1.1,EN_INDCi2030_2500f,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,2627.723455477977,C5,2.0
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_450f,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,10.3566459367487,C2,2.0
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_400f,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-28.41157458996447,C2,2.0
POLES EMF33,EMF33_Med2C_limbio,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,1548.65783691406,C3,2.0
REMIND 2.1,TechCost-SSP2-B1100-gasH,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,854.8895,C3,2.0
REMIND-MAgPIE 1.7-3.0,EMF33_1.5C_nofuel,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-7737.381599999999,C1,2.0
GEM-E3_V2021,EN_INDCi2030_1000f_COV_NDCp,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-248.56865308578,C3,2.0
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700_COV,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,21.07348429118542,C2,2.0
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_int_lc_50,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,224.949417082552,C3,2.0
GEM-E3_V2021,EN_NPi2020_1000,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-715.5597234557893,C3,2.0
WITCH-GLOBIOM 4.4,CD-LINKS_NPi2020_1600,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-2290.9301981662,C3,2.0
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_2000_COV,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,7540.35759614129,C5,2.0
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_NDC,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-636.8272,C2,2.0
COFFEE 1.1,EN_NPi2020_1400,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,1349.076033,C5,2.0
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_2500f_COV_NDCp,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,8268.286440002183,C5,2.0
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1600f,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,2070.1367,C5,2.0
WITCH 5.0,EN_NPi2020_1800f,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,523.1173157827587,C5,2.0
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500f,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,71.22036079932718,C2,2.0
POLES ENGAGE,EN_NPi2020_700,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,631.7442016601562,C3,2.0
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200_COV_NDCp,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,1205.768579153415,C3,2.0
WITCH 5.0,EN_INDCi2030_700f_NDCp,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-1621.78197512663,C3,2.0
POLES ADVANCE,ADVANCE_2020_Med2C,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,314.24890625,C3,2.0
WITCH 5.0,EN_INDCi2030_2000,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,1765.806620135976,C5,2.0
GEM-E3_V2021,EN_NPi2020_1800f,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,3118.904668254145,C5,2.0
AIM/CGE 2.2,EN_NPi2020_1800,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,8375.5027,C5,2.0
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_800f,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,1277.089571823286,C3,2.0
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_100,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,553.258592475822,C2,2.0
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_50,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,1616.52927182865,C3,2.0
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_800_COV,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,283.4888612813983,C3,2.0
COFFEE 1.1,EN_INDCi2030_1400,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,1357.59819,C5,2.0
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_COV,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,658.2445597177962,C2,2.0
WITCH 5.0,EN_NPi2020_900,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-2190.53126479341,C3,2.0
WITCH 5.0,EN_INDCi2030_900_NDCp,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-1801.454270668523,C3,2.0
POLES ENGAGE,EN_INDCi2030_1600,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,4591.5068359375,C5,2.0
REMIND-MAgPIE 1.5,SSP2-34,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,4250.0,C5,2.0
IMAGE 3.0,EN_INDCi2030_1400,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-1884.98596350352,C5,2.0
POLES ENGAGE,EN_INDCi2030_500f,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,1128.819702148438,C3,2.0
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_15,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,7523.87560131968,C5,2.0
REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_goodpractice,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-1307.34,C2,2.0
AIM/CGE 2.2,EN_NPi2020_1200,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,3000.007,C3,2.0
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR10p,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-152.2301449190694,C2,2.0
POLES ENGAGE,EN_INDCi2030_1400,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,3709.99072265625,C5,2.0
TIAM-ECN 1.1,EN_NPi2020_1000f_COV,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-1260.739167131501,C3,2.0
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_2500,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,9186.556244952711,C5,2.0
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,571.4642,C2,2.0
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-18.3336,C1,2.0
REMIND 1.7,CEMICS-1.5-CDR8,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-1.3964,C1,2.0
COFFEE 1.1,EN_INDCi2030_2000f,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,3829.598807,C5,2.0
POLES EMF33,EMF33_tax_lo_full,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,12917.1064453125,C5,2.0
IMAGE 3.0.1,CD-LINKS_NDC2030i_1000,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-203.431610018015,C3,2.0
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_2000,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,3470.6271,C5,2.0
WITCH 5.0,EN_NPi2020_1800,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,523.1173157827587,C5,2.0
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1000_DR4p,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,987.8467827076674,C3,2.0
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000_NDCp,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-18.74904664906745,C3,2.0
GEM-E3_V2021,EN_INDCi2030_1000f_COV,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-293.6644164434767,C3,2.0
IMAGE 3.2,SSP2_SPA1_19I_D_LB,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-926.4992476351916,C1,2.0
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_700,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-779.5277,C3,2.0
COFFEE 1.1,EN_NPi2020_400,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-157.142606,C1,2.0
REMIND-MAgPIE 2.0-4.1,Diff_1300Gt_hybrid_def,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,1586.1895,C3,2.0
REMIND-MAgPIE 1.7-3.0,CD-LINKS_INDC2030i_1000,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,196.802,C2,2.0
COFFEE 1.1,EN_INDCi2030_700,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-284.8047614999999,C3,2.0
GEM-E3_V2021,EN_NPi2020_600f,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-1424.57440753433,C2,2.0
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_950_COV,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-35.89052387868066,C3,2.0
WITCH 5.0,EN_INDCi2030_1800f,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,1064.398883474145,C5,2.0
MESSAGE-GLOBIOM 1.0,EMF33_WB2C_nofuel,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-1308.87896387115,C2,2.0
GEM-E3_V2021,EN_NPi2020_800,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-1582.46813662626,C3,2.0
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-minCDR,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,1.8097,C1,2.0
WITCH 5.0,EN_NPi2020_900f,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-2108.063036273016,C3,2.0
GEM-E3_V2021,EN_NPi2020_500,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-3122.469752063999,C1,2.0
IMAGE 3.2,SSP2_SPA2_34I_RE,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,10361.18602846878,C5,2.0
WITCH 5.0,EN_NPi2020_1000,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-1756.755531132499,C3,2.0
POLES EMF33,EMF33_Med2C_none,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,3476.35302734375,C3,2.0
IMAGE 3.0,CO_Bridge,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-2595.767478148142,C3,2.0
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_NDCp,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,986.3729,C3,2.0
COFFEE 1.1,EN_INDCi2030_400f,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-571.2536160000001,C2,2.0
COFFEE 1.1,EN_NPi2020_400f_lowBECCS,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-80.641678,C3,2.0
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-2C-fullCDR,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,812.9997,C3,2.0
POLES ENGAGE,EN_NPi2020_1400,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,4481.81201171875,C5,2.0
COFFEE 1.1,CO_Bridge,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-29.48333400000002,C3,2.0
AIM/CGE 2.2,EN_NPi2020_1000,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,1261.2261,C3,2.0
REMIND-MAgPIE 2.1-4.2,SusDev_SSP2-NDC,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,3080.3794,C5,2.0
REMIND-MAgPIE 1.7-3.0,PEP_netzero,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,2170.481,C5,2.0
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-64.57533789294608,C2,2.0
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,1118.3923,C3,2.0
AIM/CGE 2.2,EN_NPi2020_700,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-2272.4889,C3,2.0
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1800_COV,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,6859.606939504931,C5,2.0
IMAGE 3.2,SSP2_SPA2_19I_LI,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-3037.822743533052,C1,2.0
IMAGE 3.0.2,EMF33_Med2C_limbio,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,659.811828613281,C5,2.0
GEM-E3_V2021,EN_INDCi2030_600f,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-2608.421119236184,C2,2.0
REMIND 2.1,LeastTotalCost_NDC_brkSR15_SSP2_P50,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,5428.0234,C5,2.0
GEM-E3_V2021,EN_INDCi2030_800f,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-1056.465760202298,C2,2.0
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_netzero,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,405.7381,C2,2.0
POLES EMF33,EMF33_Med2C_nofuel,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,2308.80859375,C3,2.0
WITCH 5.0,EN_INDCi2030_800_NDCp,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-1960.845260709676,C3,2.0
IMAGE 3.0.1,EMF30_ClimPolicy,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-2480.2509765625,C3,2.0
TIAM-ECN 1.1,EN_NPi2020_1000_COV,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-3728.929927528202,C3,2.0
WITCH-GLOBIOM 4.4,CD-LINKS_NDC2030i_1000,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-1565.57543821176,C2,2.0
REMIND 2.1,TechCost-SSP2-B1100-ccsH,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,372.2575,C3,2.0
TIAM-ECN 1.1,EN_INDCi2030_1000f_COV,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-2010.261204531055,C3,2.0
TIAM-ECN 1.1,EN_NPi2020_2000f,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,2494.133538080458,C5,2.0
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000f,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,1080.3171,C3,2.0
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_2000f,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,7726.714348519602,C5,2.0
WITCH 5.0,EN_INDCi2030_1600_NDCp,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,494.6740232497404,C5,2.0
MESSAGE-GLOBIOM 1.0,ADVANCE_2030_WB2C,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,739.6283482999999,C3,2.0
WITCH 5.0,EN_INDCi2030_600f_NDCp,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-1705.808108380605,C3,2.0
IMAGE 3.0.1,SSP2-26,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-1591.49597167969,C3,2.0
REMIND 2.1,LeastTotalCost_CBA_brkLR15_SSP2_P50,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,1202.7644,C3,2.0
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_goodpractice,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,161.9324,C2,2.0
IMAGE 3.2,SSP2_SPA2_19I_D,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-3999.240875607708,C2,2.0
TIAM-ECN 1.1,EN_NPi2020_2000,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,2465.603829395269,C5,2.0
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1800f,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,7227.256577742198,C5,2.0
REMIND 1.7,CEMICS-2.0-CDR12,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,328.713,C2,2.0
IMAGE 3.2,SSP2_SPA2_19I_RE,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-3660.09813580408,C2,2.0
WITCH 5.0,EN_INDCi2030_1600,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,539.3730398140024,C5,2.0
WITCH 5.0,EN_NPi2020_600f,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-2730.04232559027,C3,2.0
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-198.8860822449029,C1,2.0
