model,scenario,region,variable,unit,year,value,Category,Ssp_family
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_1800,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,2793.2295,C5,2.0
WITCH 5.0,EN_INDCi2030_1000f_NDCp,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-1320.468886408307,C3,2.0
POLES ENGAGE,EN_NPi2020_600f_COV,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,931.8582763671876,C3,2.0
TIAM-ECN 1.1,EN_NPi2020_1200f,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,293.117495970029,C3,2.0
REMIND-Buildings 2.0,BEG-Budg600-EG,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,3.9935,C2,2.0
COFFEE 1.1,EN_NPi2020_1400f,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,3782.695573,C5,2.0
IMAGE 3.0,EN_NPi2020_600f,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-6868.429501851399,C3,2.0
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_int_lc_15,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,8235.15127723576,C5,2.0
MESSAGE-GLOBIOM 1.0,EMF33_tax_lo_none,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,7166.421658368459,C5,2.0
POLES ENGAGE,EN_NPi2020_2000f,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,8004.88671875,C5,2.0
POLES ENGAGE,EN_NPi2020_2000,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,8004.88671875,C5,2.0
GCAM 5.3,R_MAC_85_n0,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,3723.94021943907,C5,2.0
POLES ENGAGE,EN_NPi2020_900,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,1355.875610351562,C3,2.0
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_1800f,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,2648.5952,C5,2.0
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-43.87761660139158,C3,2.0
COFFEE 1.1,EN_NPi2020_1600f,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,4500.74725,C5,2.0
IMAGE 3.2,SSP2_SPA2_26I_D,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-801.1545489960067,C3,2.0
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_900f,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,2263.961620846746,C3,2.0
IMAGE 3.2,SSP2_SPA2_34I_LI,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,12189.99099842263,C5,2.0
REMIND-MAgPIE 1.7-3.0,EMF33_Med2C_full,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,2223.546,C5,2.0
REMIND-MAgPIE 2.1-4.2,EN_INDCi2100,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,3098.7457,C5,2.0
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_950f_COV_NDCp,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,1084.61775843367,C3,2.0
POLES GECO2019,CO_GPP,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,4945.33935546875,C5,2.0
GCAM 5.3,R_MAC_60_n0,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-1010.00843920342,C3,2.0
COFFEE 1.1,EN_NPi2020_500,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-121.042453,C3,2.0
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_200f,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-117.9271276569203,C2,2.0
GEM-E3_V2021,EN_NPi2020_1400,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,1776.507499324468,C5,2.0
WITCH 5.0,EN_INDCi2030_2500,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,3804.984340753457,C5,2.0
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_950f_COV,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,979.800440751369,C3,2.0
AIM/CGE 2.2,EN_NPi2020_900f,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,2582.2483,C3,2.0
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1600,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,2070.1367,C5,2.0
REMIND-Transport 2.1,Transport_Budg1100_ConvSyn,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,170.7191,C3,2.0
GCAM 5.3,R_MAC_45_n8,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-5304.07314944069,C1,2.0
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_2000f,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,3250.4279,C5,2.0
WITCH 5.0,EN_NPi2020_450f,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-2994.664134127752,C1,2.0
REMIND-MAgPIE 1.5,SSP2-19,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-3036.0,C1,2.0
COFFEE 1.1,CO_GPP,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,317.624529,C5,2.0
TIAM-ECN 1.1,EN_INDCi2030_900,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-4973.34097024691,C3,2.0
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR4p,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,0.256158795596721,C1,2.0
IMAGE 3.0,CO_2Deg2020,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-1713.677555322647,C3,2.0
AIM/CGE 2.2,EN_INDCi2030_800f,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,1440.6729,C3,2.0
WITCH 5.0,CO_NDC_2050convergence,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,2985.398815078628,C5,2.0
POLES ENGAGE,EN_INDCi2030_1800,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,5497.36865234375,C5,2.0
GCAM 5.3,R_MAC_50_n0,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-3248.74050512882,C3,2.0
POLES ENGAGE,EN_NPi2020_600,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,818.5668334960938,C3,2.0
WITCH-GLOBIOM 4.4,CD-LINKS_NPi2020_400,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-3949.81837730193,C1,2.0
POLES ENGAGE,EN_INDCi2030_600f_COV_NDCp,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,803.759033203125,C3,2.0
GEM-E3_V2021,EN_NPi2020_600_COV,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-2000.240585663454,C1,2.0
WITCH-GLOBIOM 4.4,CD-LINKS_NPi2020_1000,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-3114.2311672628,C1,2.0
POLES ENGAGE,EN_INDCi2030_1800f,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,5497.36865234375,C5,2.0
REMIND-Transport 2.1,Transport_Budg1100_ElecPush-LowD,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,682.7514,C3,2.0
WITCH 5.0,EN_INDCi2030_900,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-1647.956491469241,C3,2.0
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_900f_COV,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,476.6328909116188,C3,2.0
TIAM-ECN 1.1,EN_INDCi2030_1600f,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,1333.144082363812,C5,2.0
GEM-E3_V2021,EN_INDCi2030_800,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-1735.981700758407,C3,2.0
AIM/CGE 2.1,CD-LINKS_NPi2020_400,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-3197.0367,C1,2.0
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_900f_COV_NDCp,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,689.999878900655,C3,2.0
GEM-E3_V2021,EN_INDCi2030_600f_NDCp,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-2438.655221026384,C2,2.0
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1000_DR1p,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,312.6061250720194,C3,2.0
IMAGE 3.0,EN_NPi2020_800f,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-6231.742024421692,C3,2.0
POLES EMF33,EMF33_WB2C_cost100,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,425.370788574219,C1,2.0
GCAM 5.3,NGFS2_Net-Zero 2050,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-2931.940952,C2,2.0
REMIND-MAgPIE 1.7-3.0,EMF33_tax_hi_full,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,843.8154999999999,C3,2.0
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_2000_COV,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,7286.632142246368,C5,2.0
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_120,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,444.30386371428,C2,2.0
REMIND 2.1,CEMICS_opt_1p5,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-2236.1875,C1,2.0
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_2000,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,7593.663576888305,C5,2.0
POLES ENGAGE,EN_INDCi2030_1600f,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,4591.5068359375,C5,2.0
TIAM-ECN 1.1,EN_INDCi2030_1200f,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-177.5294780981404,C3,2.0
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_800f_COV,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,175.2205814404921,C3,2.0
REMIND 1.7,ADVANCE_2030_1.5C-2100,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-2195.3941,C2,2.0
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-136.1523,C1,2.0
REMIND 2.1,CEMICS_Linear_1p5,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-1771.3261,C1,2.0
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_800f_NDCp,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,70.39034368792785,C3,2.0
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_int_mc_15,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,7992.34134931814,C5,2.0
TIAM-ECN 1.1,EN_INDCi2030_1000_NDCp,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-3840.588257284092,C3,2.0
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_2500_NDCp,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,9144.673599876014,C5,2.0
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NDC2030i_1000,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,196.802,C3,2.0
IMAGE 3.0.2,EMF33_WB2C_cost100,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-4192.2021484375,C3,2.0
WITCH 5.0,EN_INDCi2030_1800_NDCp,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,1009.316455227102,C5,2.0
WITCH 5.0,EN_INDCi2030_1600f_NDCp,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,515.1329298839673,C5,2.0
GCAM 5.3,R_MAC_90_n0,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,4428.14680115148,C5,2.0
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_1000f,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,1066.2492,C3,2.0
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_noint_lc_50,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,282.336443148702,C3,2.0
AIM/CGE 2.2,EN_INDCi2030_1600,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,7154.0236,C5,2.0
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1800,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,7090.430699713294,C5,2.0
GCAM 5.3,R_MAC_40_n0,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-3777.81525787315,C3,2.0
WITCH 5.0,EN_NPi2020_700,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-2838.843210521137,C3,2.0
TIAM-ECN 1.1,EN_NPi2020_900,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-3809.951831501486,C3,2.0
COFFEE 1.1,EN_INDCi2030_800,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-354.8395235999999,C3,2.0
POLES EMF33,EMF33_tax_lo_none,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,12966.7998046875,C5,2.0
REMIND-Transport 2.1,Transport_Budg1100_Conv-LowD,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,281.6591,C3,2.0
WITCH 5.0,EN_INDCi2030_1600f,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,524.8789053172776,C5,2.0
TIAM-ECN 1.1,EN_INDCi2030_2500,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,2627.718320231926,C5,2.0
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000f_COV_NDCp,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,1254.420382322274,C3,2.0
WITCH 5.0,EN_INDCi2030_1000_NDCp,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-1537.735404984379,C3,2.0
REMIND 2.1,LeastTotalCost_LTC_brkSR15_SSP2_P50,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,1543.6774,C3,2.0
WITCH 5.0,EN_INDCi2030_900f_NDCp,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-1398.674198284275,C3,2.0
WITCH 5.0,EN_INDCi2030_1800,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,1064.398883474145,C5,2.0
GCAM 5.3,R_MAC_65_n8,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-1587.98477987754,C3,2.0
WITCH 5.0,EN_INDCi2030_2000f,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,1765.806620135976,C5,2.0
COFFEE 1.1,EN_NPi2020_2000,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,5608.773236000001,C5,2.0
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_mc_15,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,7362.16459279414,C5,2.0
WITCH 5.0,EN_INDCi2030_600f,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-1681.227641281128,C3,2.0
POLES ENGAGE,EN_NPi2020_300f,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,556.2749633789062,C2,2.0
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NDC2030i_1000,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,613.680056396589,C2,2.0
POLES ADVANCE,ADVANCE_2020_1.5C-2100,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-4835.055,C1,2.0
AIM/CGE 2.2,EN_NPi2020_300f,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-2681.047,C1,2.0
COFFEE 1.1,EN_NPi2020_1800,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,4606.300847000001,C5,2.0
MESSAGE-GLOBIOM 1.0,EMF30_Slower-Action,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,7852.54880666667,C5,2.0
GCAM 5.3,R_MAC_99_n8,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,3911.41227616245,C5,2.0
COFFEE 1.1,EN_NPi2020_400_lowBECCS,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,83.361881,C3,2.0
REMIND 2.1,LeastTotalCost_NDC_brkLR15_SSP2_P50,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,5090.3803,C5,2.0
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600f_COV,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,770.3179,C1,2.0
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_2500_COV,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,8472.399406451243,C5,2.0
AIM/Hub-Global 2.0,2C,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,7896.032999999999,C5,2.0
IMAGE 3.2,SSP2_SPA0_26I_D,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-1188.414374987284,C3,2.0
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV_NDCp,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,659.0022,C2,2.0
POLES EMF33,EMF33_WB2C_full,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,290.495544433594,C1,2.0
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600_COV,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-931.3843,C2,2.0
POLES ENGAGE,EN_NPi2020_1600,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,5816.509765625,C5,2.0
WITCH 5.0,EN_NPi2020_500f,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-3012.072912941924,C1,2.0
TIAM-ECN 1.1,EN_INDCi2030_1000f_NDCp,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-2152.119419975509,C3,2.0
TIAM-ECN 1.1,EN_INDCi2030_1000,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-3767.589437335002,C3,2.0
REMIND 2.1,CEMICS_Linear_2C,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,808.0551,C3,2.0
WITCH 5.0,EN_NPi2020_800f,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-2311.259191770675,C3,2.0
IMAGE 3.2,SSP2_SPA1_19I_RE_LB,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-1000.053246906913,C1,2.0
AIM/CGE 2.2,EN_NPi2020_400f,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-1466.3199,C2,2.0
GEM-E3_V2021,EN_INDCi2030_1000,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-1096.936279998897,C3,2.0
IMAGE 3.0.2,EMF33_tax_lo_full,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,8287.33203125,C5,2.0
REMIND 1.7,CEMICS-1.5-CDR20,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-8.2775,C1,2.0
AIM/CGE 2.2,EN_NPi2020_1800f,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,8375.5027,C5,2.0
GCAM 5.3,R_MAC_55_n8,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-3512.8405786607,C2,2.0
REMIND-MAgPIE 2.1-4.2,NGFS2_Nationally Determined Contributions (NDCs),World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,3466.6978,C5,2.0
WITCH 5.0,EN_INDCi2030_700f,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-1585.884651656039,C3,2.0
POLES ADVANCE,ADVANCE_2030_WB2C,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-3983.274,C2,2.0
REMIND-MAgPIE 1.7-3.0,EMF33_WB2C_nofuel,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-2487.7128,C3,2.0
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_1000_COV,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,1063.2327,C3,2.0
WITCH 5.0,EN_INDCi2030_2500_NDCp,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,3821.226501026817,C5,2.0
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_900f_COV,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,2532.8276858167,C3,2.0
IMAGE 3.0.1,EMF30_ClimPolicy+SLCF,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-2512.81298828125,C3,2.0
TIAM-ECN 1.1,EN_INDCi2030_2000f,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,1907.305848288883,C5,2.0
REMIND 1.7,CEMICS-2.0-CDR8,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,116.0695,C1,2.0
COFFEE 1.1,EN_INDCi2030_1600f,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,3030.059388,C5,2.0
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1000f_DR4p,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,2084.370386993466,C3,2.0
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_800,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-187.4164,C3,2.0
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB600,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,266.602738659723,C2,2.0
IMAGE 3.2,SSP2_SPA2_19I_LIRE,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-2978.728036356558,C2,2.0
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_400,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-471.3164,C1,2.0
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,5.790216767821216,C2,2.0
GEM-E3_V2021,EN_NPi2020_600,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-2200.810607349968,C2,2.0
IMAGE 3.0.1,ADVANCE_2030_WB2C,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-415.694020688534,C3,2.0
MESSAGEix-GLOBIOM_1.1,NGFS2_Nationally Determined Contributions (NDCs),World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,7238.352434,C5,2.0
GCAM 5.3,R_MAC_70_n8,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-716.01368791647,C3,2.0
REMIND 2.1,CEMICS_GDPgrowth_2C,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,967.2359,C3,2.0
GCAM 5.3,R_MAC_40_n8,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-5593.89914360742,C1,2.0
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1200,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,3087.959815829307,C3,2.0
WITCH 5.0,EN_NPi2020_500,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-3222.710533322249,C1,2.0
MESSAGE-GLOBIOM 1.0,ADVANCE_2030_Price1.5C,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,366.5494402,C2,2.0
REMIND 2.1,LeastTotalCost_CEA_brkSR15_SSP2_P50,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,1527.0984,C3,2.0
GEM-E3_V2021,EN_INDCi2030_600f_COV,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-2313.710365601309,C2,2.0
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_COV,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,54.94269260747696,C2,2.0
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_200f,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,106.9138,C1,2.0
REMIND 1.7,CEMICS-2.0-CDR20,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,633.7823,C2,2.0
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_netzero,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,654.2347,C2,2.0
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg900,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-750.4399,C1,2.0
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_900_COV,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,674.6215507866679,C3,2.0
WITCH-GLOBIOM 4.4,CD-LINKS_INDC2030i_1600,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-959.725518261068,C3,2.0
REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_netzero,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-704.7924,C2,2.0
MESSAGE-GLOBIOM 1.0,ADVANCE_2020_WB2C,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,695.2590051,C3,2.0
REMIND-MAgPIE 2.1-4.2,SusDev_SDP-NPi,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,7668.2712,C5,2.0
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_800f,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,819.7828,C3,2.0
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1000f,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,3000.360877654362,C3,2.0
TIAM-ECN 1.1,EN_INDCi2030_900f,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-2844.010549497637,C3,2.0
MESSAGE-GLOBIOM 1.0,EMF33_WB2C_limbio,World,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,-210.59502021196,C2,2.0
